Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MOG.B,Moog Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mog.b
MOGO,Mogo Inc.,1.63,$47.02M,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/mogo
MOGU,MOGU Inc.,2.48,$269M,2018,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/mogu
MOH,Molina Healthcare Inc,193.15,$11.45B,2003,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/moh
MOHO,ECMOHO Limited,1.78,$61.73M,2019,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/moho
MOMO,Momo Inc.,19.91,$4.16B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/momo
MOR,MorphoSys AG,31.07,$4.07B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mor
MORF,"Morphic Holding, Inc.",26.53,$813.36M,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/morf
MORN,"Morningstar, Inc.",163.9,$7.03B,2005,Finance,Investment Managers,https://old.nasdaq.com/symbol/morn
MOS,Mosaic Company (The),18.89,$7.16B,n/a,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/mos
MOSY,"MoSys, Inc.",1.48,$5.23M,2001,Technology,Semiconductors,https://old.nasdaq.com/symbol/mosy
MOTS,"Motus GI Holdings, Inc.",1.04,$30.14M,2018,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/mots
MOV,Movado Group Inc.,11.41,$264.5M,n/a,Consumer Non-Durables,Consumer Specialties,https://old.nasdaq.com/symbol/mov
MOXC,"Moxian, Inc.",2.21,$35.78M,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/moxc
MPA,Blackrock MuniYield Pennsylvania Quality Fund,14.09,$187.71M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mpa
MPAA,"Motorcar Parts of America, Inc.",18.03,$342.94M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mpaa
MPB,Mid Penn Bancorp,19.87,$167.32M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mpb
MPC,Marathon Petroleum Corporation,35.01,$22.78B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/mpc
MPLX,MPLX LP,17.86,$18.58B,2012,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/mplx
MPV,Barings Participation Investors,11.0129,$116.76M,1988,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/mpv
MPW,"Medical Properties Trust, Inc.",18.65,$9.86B,2005,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mpw
MPWR,"Monolithic Power Systems, Inc.",282.85,$12.7B,2004,Technology,Semiconductors,https://old.nasdaq.com/symbol/mpwr
MPX,Marine Products Corporation,14.72,$500.02M,n/a,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/mpx
MQT,"Blackrock MuniYield Quality Fund II, Inc.",13.27,$299.34M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mqt
MQY,"Blackrock MuniYield Quality Fund, Inc.",16.08,$493.85M,1992,n/a,n/a,https://old.nasdaq.com/symbol/mqy
MR,Montage Resources Corporation,4.64,$167.14M,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mr
MRAM,"Everspin Technologies, Inc.",5.88,$111.42M,2016,Technology,Semiconductors,https://old.nasdaq.com/symbol/mram
MRBK,Meridian Corporation,15.02,$91.55M,2017,n/a,n/a,https://old.nasdaq.com/symbol/mrbk
MRC,MRC Global Inc.,6.23,$511.28M,2012,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mrc
MRCC,Monroe Capital Corporation,6.95,$148.06M,2012,n/a,n/a,https://old.nasdaq.com/symbol/mrcc
MRCCL,Monroe Capital Corporation,24.425,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mrccl
MRCY,Mercury Systems Inc,77.63,$4.32B,1998,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/mrcy
MREO,Mereo BioPharma Group plc,2.94,$199.16M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mreo
MRIN,Marin Software Incorporated,1.41,$9.82M,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/mrin
MRK,"Merck & Company, Inc.",86.93,$219.87B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrk
MRKR,"Marker Therapeutics, Inc.",1.7,$79.25M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrkr
MRLN,Marlin Business Services Corp.,6.87,$82.03M,2003,Finance,Major Banks,https://old.nasdaq.com/symbol/mrln
MRNA,"Moderna, Inc.",64.72,$25.54B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/mrna
MRNS,"Marinus Pharmaceuticals, Inc.",1.82,$222.39M,2014,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrns
MRO,Marathon Oil Corporation,5.12,$4.04B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mro
MRSN,"Mersana Therapeutics, Inc.",18.52,$1.27B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrsn
MRTN,"Marten Transport, Ltd.",18.395,$1.52B,1986,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/mrtn
MRTX,"Mirati Therapeutics, Inc.",144.16,$6.42B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrtx
MRUS,Merus N.V.,11.24,$326.6M,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mrus
MRVL,Marvell Technology Group Ltd.,41.185,$27.6B,2000,Technology,Semiconductors,https://old.nasdaq.com/symbol/mrvl
MS,Morgan Stanley,53.25,$83.96B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ms
MS^A,Morgan Stanley,23.24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^a
MS^E,Morgan Stanley,28.89,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^e
MS^F,Morgan Stanley,28.22,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^f
MS^I,Morgan Stanley,28.52,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^i
MS^K,Morgan Stanley,28.4,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^k
MS^L,Morgan Stanley,26.16,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ms^l
MSA,MSA Safety Incorporporated,129.74,$5.04B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/msa
MSB,Mesabi Trust,20.19,$264.89M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/msb
MSBI,"Midland States Bancorp, Inc.",14.65,$331.79M,2016,Finance,Major Banks,https://old.nasdaq.com/symbol/msbi
MSC,Studio City International Holdings Limited,15,$1.18B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/msc
MSCI,MSCI Inc,378.59,$31.66B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/msci
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",8.76,$178.59M,1993,n/a,n/a,https://old.nasdaq.com/symbol/msd
MSEX,Middlesex Water Company,65.41,$1.14B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/msex
MSFT,Microsoft Corporation,231.65,$1753.05B,1986,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/msft
MSGE,Madison Square Garden Entertainment Corp.,75.35,$1.81B,2020,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msge
MSGN,MSG Networks Inc.,10.11,$573.34M,n/a,Consumer Services,Television Services,https://old.nasdaq.com/symbol/msgn
MSGS,Madison Square Garden Sports Corp.,166.64,$4B,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/msgs
MSI,"Motorola Solutions, Inc.",157.09,$26.67B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/msi
MSM,"MSC Industrial Direct Company, Inc.",68.17,$3.79B,1995,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/msm
MSN,Emerson Radio Corporation,0.7156,$15.06M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/msn
MSON,"MISONIX, Inc.",13.08,$227.09M,1992,Capital Goods,Medical Specialities,https://old.nasdaq.com/symbol/mson
MSTR,MicroStrategy Incorporated,150,$1.45B,1998,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mstr
MSVB,"Mid-Southern Bancorp, Inc.",12.66,$42.14M,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/msvb
MT,ArcelorMittal,13.05,$14.27B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mt
MTA,Metalla Royalty & Streaming Ltd.,9.07,$328.27M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mta
MTB,M&T Bank Corporation,104.12,$13.36B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mtb
MTBC,"MTBC, Inc.",9.3,$118.11M,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtbc
MTBCP,"MTBC, Inc.",25.44,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtbcp
MTC,"MMTec, Inc.",0.8665,$17.39M,2019,n/a,n/a,https://old.nasdaq.com/symbol/mtc
MTCH,"Match Group, Inc.",117.49,$30.55B,n/a,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/mtch
MTCN,ArcelorMittal,33.07,n/a,2020,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mtcn
MTD,"Mettler-Toledo International, Inc.",1005.15,$24.09B,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/mtd
MTDR,Matador Resources Company,9.34,$1.09B,2012,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtdr
MTEM,"Molecular Templates, Inc.",10.93,$545.62M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtem
MTEX,"Mannatech, Incorporated",19.1573,$40.25M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/mtex
MTG,MGIC Investment Corporation,9.55,$3.23B,1991,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/mtg
MTH,Meritage Corporation,99.47,$3.74B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/mth
MTL,Mechel PAO,1.72,$476.45M,2004,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/mtl
MTL^,Mechel PAO,0.4701,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mtl^
MTLS,Materialise NV,44.38,$2.36B,2014,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mtls
MTN,"Vail Resorts, Inc.",223.81,$8.99B,1997,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/mtn
MTNB,"Matinas Biopharma Holdings, Inc.",0.7655,$152.24M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtnb
MTOR,"Meritor, Inc.",23.96,$1.73B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mtor
MTP,Midatech Pharma PLC,2.18,$27.49M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/mtp
MTR,Mesa Royalty Trust,4.09,$7.62M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtr
MTRN,Materion Corporation,56.1,$1.14B,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/mtrn
MTRX,Matrix Service Company,8.78,$229.51M,1990,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/mtrx
MTSC,MTS Systems Corporation,25.44,$490.39M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mtsc
MTSI,"MACOM Technology Solutions Holdings, Inc.",38.75,$2.59B,2012,Technology,Semiconductors,https://old.nasdaq.com/symbol/mtsi
MTSL,MER Telemanagement Solutions Ltd.,1.28,$5.65M,1997,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/mtsl
MTT,Western Asset Municipal Defined Opportunity Trust Inc,20.31,$247.79M,2009,n/a,n/a,https://old.nasdaq.com/symbol/mtt
MTW,"Manitowoc Company, Inc. (The)",9.61,$331.75M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/mtw
MTX,Minerals Technologies Inc.,52.14,$1.78B,1992,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/mtx
MTZ,"MasTec, Inc.",47.27,$3.49B,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/mtz
MU,"Micron Technology, Inc.",47.83,$53.14B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/mu
MUA,"Blackrock MuniAssets Fund, Inc.",14.74,$532.27M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mua
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",14.5,$594.54M,1998,n/a,n/a,https://old.nasdaq.com/symbol/muc
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",12.89,$290.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mue
MUFG,Mitsubishi UFJ Financial Group Inc,4.2,$53.93B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/mufg
MUH,"Blackrock MuniHoldings Fund II, Inc.",14.84,$168.23M,1998,n/a,n/a,https://old.nasdaq.com/symbol/muh
MUI,Blackrock Muni Intermediate Duration Fund Inc,14.14,$541.51M,2003,n/a,n/a,https://old.nasdaq.com/symbol/mui
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",14.1,$425.17M,1998,n/a,n/a,https://old.nasdaq.com/symbol/muj
MUR,Murphy Oil Corporation,13.05,$2B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mur
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",12.78,$166.37M,1998,n/a,n/a,https://old.nasdaq.com/symbol/mus
MUSA,Murphy USA Inc.,140.12,$4.09B,2013,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/musa
MUX,McEwen Mining Inc.,1.23,$495.06M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/mux
MVBF,MVB Financial Corp.,15.81,$189.17M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/mvbf
MVC,"MVC Capital, Inc.",8.06,$142.86M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mvc
MVCD,"MVC Capital, Inc.",25.3,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/mvcd
MVF,"MuniVest Fund, Inc.",8.89,$576.4M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mvf
MVIS,"Microvision, Inc.",1.56,$224.42M,1996,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/mvis
MVO,MV Oil Trust,2.8,$32.2M,2007,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mvo
MVT,"Blackrock MuniVest Fund II, Inc.",14.22,$303.45M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mvt
MWA,Mueller Water Products Inc,11.19,$1.77B,2006,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mwa
MWK,"Mohawk Group Holdings, Inc.",7.69,$162.42M,2019,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/mwk
MX,MagnaChip Semiconductor Corporation,13.07,$459.54M,2011,Technology,Semiconductors,https://old.nasdaq.com/symbol/mx
MXC,Mexco Energy Corporation,4.48,$9.14M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mxc
MXE,"Mexico Equity and Income Fund, Inc. (The)",8.14,$42.1M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mxe
MXF,"Mexico Fund, Inc. (The)",10.32,$154.85M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mxf
MXIM,"Maxim Integrated Products, Inc.",70.71,$18.86B,1988,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxim
MXL,"MaxLinear, Inc",25.12,$1.84B,2010,Technology,Semiconductors,https://old.nasdaq.com/symbol/mxl
MYC,"Blackrock MuniYield California Fund, Inc.",14.145,$302.98M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myc
MYD,"Blackrock MuniYield Fund, Inc.",13.88,$651.25M,1991,n/a,n/a,https://old.nasdaq.com/symbol/myd
MYE,"Myers Industries, Inc.",15.5,$554.82M,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/mye
MYF,Blackrock MuniYield Investment Fund,13.61,$186.65M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myf
MYFW,"First Western Financial, Inc.",13.4,$106.55M,2018,Finance,Major Banks,https://old.nasdaq.com/symbol/myfw
MYGN,"Myriad Genetics, Inc.",13.47,$1.01B,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/mygn
MYI,"Blackrock MuniYield Quality Fund III, Inc.",13.62,$928.21M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/myi
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",14.3,$345.46M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myj
MYL,Mylan N.V.,15.71,$8.12B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myl
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",13.28,$525.71M,1992,n/a,n/a,https://old.nasdaq.com/symbol/myn
MYO,Myomo Inc.,3.79,$13.92M,2017,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/myo
MYOK,"MyoKardia, Inc.",114.73,$6.08B,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myok
MYOS,MYOS RENS Technology Inc.,1.31,$15.52M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myos
MYOV,Myovant Sciences Ltd.,20.74,$1.87B,2016,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/myov
MYRG,"MYR Group, Inc.",39.36,$657.66M,n/a,Basic Industries,Water Supply,https://old.nasdaq.com/symbol/myrg
MYSZ,"My Size, Inc.",1.05,$7.59M,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/mysz
MYT,"Urban Tea, Inc.",1.77,$14.06M,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/myt
MZA,"MuniYield Arizona Fund, Inc.",14.689,$68.11M,1993,n/a,n/a,https://old.nasdaq.com/symbol/mza
NAC,Nuveen California Quality Municipal Income Fund,14.78,$2.14B,1999,n/a,n/a,https://old.nasdaq.com/symbol/nac
NAD,Nuveen Quality Municipal Income Fund,14.64,$3.1B,1999,n/a,n/a,https://old.nasdaq.com/symbol/nad
NAII,"Natural Alternatives International, Inc.",8.23,$55.87M,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/naii
NAK,"Northern Dynasty Minerals, Ltd.",1.07,$542.06M,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nak
NAKD,Naked Brand Group Limited,0.2581,$11.23M,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/nakd
NAN,Nuveen New York Quality Municipal Income Fund,13.8,$425.75M,1999,n/a,n/a,https://old.nasdaq.com/symbol/nan
NAOV,"NanoVibronix, Inc.",0.6308,$6.01M,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/naov
NARI,"Inari Medical, Inc.",76.98,$3.74B,2020,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nari
NAT,Nordic American Tankers Limited,4,$588.92M,n/a,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nat
NATH,"Nathan&#39;s Famous, Inc.",51.02,$209.93M,1993,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/nath
NATI,National Instruments Corporation,37,$4.86B,1995,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/nati
NATR,"Nature&#39;s Sunshine Products, Inc.",11.32,$220.86M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/natr
NAV,Navistar International Corporation,33.4,$3.32B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nav
NAV^D,Navistar International Corporation,21.9,n/a,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nav^d
NAVB,"Navidea Biopharmaceuticals, Inc.",2.8,$72.37M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/navb
NAVI,Navient Corporation,9.17,$1.78B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/navi
NAZ,Nuveen Arizona Quality Municipal Income Fund,14.74,$170.56M,1992,n/a,n/a,https://old.nasdaq.com/symbol/naz
NBAC,Newborn Acquisition Corp.,9.9,$73.85M,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbac
NBACR,Newborn Acquisition Corp.,0.18,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbacr
NBACU,Newborn Acquisition Corp.,10.1711,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbacu
NBACW,Newborn Acquisition Corp.,0.1458,n/a,2020,Finance,Business Services,https://old.nasdaq.com/symbol/nbacw
NBB,Nuveen Taxable Municipal Income Fund,22.79,$623.71M,2010,n/a,n/a,https://old.nasdaq.com/symbol/nbb
NBEV,"NewAge, Inc.",2.1,$205.21M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/nbev
NBH,Neuberger Berman Municipal Fund Inc.,15.26,$287.08M,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbh
NBHC,National Bank Holdings Corporation,28.28,$864.49M,2012,Finance,Major Banks,https://old.nasdaq.com/symbol/nbhc
NBIX,"Neurocrine Biosciences, Inc.",115.94,$10.81B,1996,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/nbix
NBL,Noble Energy Inc.,9.85,$4.77B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nbl
NBLX,Noble Midstream Partners LP,8.67,$783.51M,n/a,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/nblx
NBN,Northeast Bank,19.15,$160.83M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/nbn
NBO,Neuberger Berman New York Municipal Fund Inc.,11.833,$60.08M,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbo
NBR,Nabors Industries Ltd.,37.18,$271.26M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nbr
NBR^A,Nabors Industries Ltd.,6.62,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/nbr^a
NBRV,Nabriva Therapeutics plc,0.584,$83.99M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nbrv
NBSE,"NeuBase Therapeutics, Inc. ",8.03,$185.67M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nbse
NBTB,NBT Bancorp Inc.,30.6,$1.33B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/nbtb
NBW,Neuberger Berman California Municipal Fund Inc,13.15,$73M,2002,n/a,n/a,https://old.nasdaq.com/symbol/nbw
NBY,"NovaBay Pharmaceuticals, Inc.",0.8266,$34.5M,2007,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nby
